,國文檢定_code,英文檢定_code,數學檢定_code,社會檢定_code,自然檢定_code,國文倍率,英文倍率,數學倍率,社會倍率,自然倍率,tsnepos1,tsnepos2,學校名稱_code,學校名稱_encoded,學系名稱_trim,學系代碼,國文採計,英文採計,數學採計,社會採計,自然採計,自設科目組合_code,自設科目組合倍率,unitier,預定甄試人數,甄試費用,口試佔比,書審佔比,cluster
1554,12,0,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-13.042361,-7.6346483,50,真理大學,國際貿易學系(青年儲蓄帳戶組),079222,0.0,0.0,0.0,0.0,0.0,24,0.0,3,50,480,0.0,1.0,7
1576,12,0,0,0,0,3.0,29.999999999999996,3.0,3.0,29.999999999999996,-29.928907,30.65187,50,真理大學,財務金融學系,079202,0.0,0.0,0.0,0.0,0.0,24,0.0,2,114,680,0.5,0.2,2
1593,12,0,0,0,0,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-39.136616,-18.011032,50,真理大學,資訊管理學系電商行銷組,079292,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,680,0.7,0.2,5
1634,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-30.240473,45.3878,50,真理大學,企業管理學系,079262,0.0,0.0,0.0,0.0,0.0,24,0.0,3,117,680,0.5,0.3,2
1637,12,0,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,5.000000000000001,29.999999999999996,-31.213543,39.052242,50,真理大學,觀光數位知識學系資訊應用組,079342,0.0,0.0,0.0,0.0,0.0,24,0.0,3,50,480,0.8,0.0,2
1641,12,0,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-13.431982,-6.796093,50,真理大學,國際貿易學系,079212,6.0,3.0,0.0,6.0,0.0,7,3.0,3,108,680,0.45,0.45,7
1652,12,0,0,0,0,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-39.965565,-17.840666,50,真理大學,資訊管理學系創新服務組,079282,0.0,0.0,0.0,0.0,0.0,24,0.0,3,50,680,0.7,0.2,5
1675,0,0,0,12,0,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-38.465298,-11.075455,50,真理大學,觀光數位知識學系觀光旅遊組,079352,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,480,0.8,0.0,5
1691,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,5.000000000000001,29.999999999999996,-27.526335,40.153435,50,真理大學,觀光數位知識學系旅館餐飲組,079362,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,480,0.8,0.0,2
1709,12,0,0,0,0,5.000000000000001,29.999999999999996,29.999999999999996,5.000000000000001,29.999999999999996,-34.586384,30.513224,50,真理大學,宗教文化與資訊管理學系-實務組,079052,0.0,0.0,0.0,0.0,0.0,24,0.0,2,45,480,0.7,0.0,2
1713,12,0,0,0,0,5.000000000000001,29.999999999999996,29.999999999999996,5.000000000000001,29.999999999999996,-34.586163,30.513292,50,真理大學,宗教文化與資訊管理學系,079042,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,480,0.7,0.0,2
1729,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-29.470013,46.16837,50,真理大學,理財與稅務規劃學系,079232,0.0,0.0,0.0,0.0,0.0,24,0.0,3,75,680,0.6,0.2,2
1822,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-29.431845,44.79634,50,真理大學,觀光事業學系,079332,0.0,0.0,0.0,0.0,0.0,24,0.0,1,96,480,0.0,0.7,2
2008,12,0,0,0,0,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-39.595566,-18.624098,50,真理大學,資訊管理學系智慧商務組,079302,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,680,0.7,0.2,5
2039,12,0,0,0,0,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-38.991573,-17.427269,50,真理大學,資訊管理學系資管應用組,079272,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,680,0.7,0.2,5
2042,12,25,0,12,0,5.000000000000001,5.000000000000001,29.999999999999996,3.0,29.999999999999996,-18.40883,33.590538,50,真理大學,航空事業學系,079382,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,680,0.4,0.2,2
2046,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,5.000000000000001,29.999999999999996,-27.526335,40.153435,50,真理大學,觀光數位知識學系旅遊運輸組,079372,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,480,0.8,0.0,2
2136,12,0,0,0,0,3.0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,6.306598,46.075798,50,真理大學,運動管理學系,079312,0.0,0.0,0.0,0.0,0.0,24,0.0,2,120,680,0.5,0.2,3
1490,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-47.833954,-5.5230994,50,真理大學,台灣文學系,079082,0.0,0.0,0.0,0.0,0.0,24,0.0,2,63,680,0.6,0.1,5
1750,12,0,0,0,0,4.0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,6.5166163,45.029823,50,真理大學,應用日語學系,079072,0.0,0.0,0.0,0.0,0.0,24,0.0,1,105,680,0.3,0.25,3
1885,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,4.0,29.999999999999996,-33.96022,29.267185,50,真理大學,運動資訊傳播學系,079322,0.0,0.0,0.0,0.0,0.0,24,0.0,2,114,680,0.5,0.2,2
1439,12,0,0,0,0,5.500000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-37.552944,-18.222507,50,真理大學,資訊工程學系,079132,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,480,0.7,0.0,5
1515,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,7.0,29.999999999999996,-27.474821,38.90135,50,真理大學,人文與資訊學系文化行銷組,079022,0.0,0.0,0.0,0.0,0.0,24,0.0,3,49,680,0.7,0.2,2
1573,0,0,12,0,0,29.999999999999996,29.999999999999996,5.500000000000001,29.999999999999996,29.999999999999996,0.44479528,-46.101955,50,真理大學,資訊工程學系大數據應用組,079172,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,480,0.7,0.0,6
1922,12,0,0,0,0,5.500000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-37.891197,-18.942402,50,真理大學,資訊工程學系多媒體與遊戲設計組,079162,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,480,0.7,0.0,5
1933,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,7.0,29.999999999999996,-27.475517,38.90147,50,真理大學,人文與資訊學系一般組,079012,0.0,0.0,0.0,0.0,0.0,24,0.0,3,49,680,0.7,0.2,2
1974,0,12,0,0,0,29.999999999999996,5.500000000000001,29.999999999999996,29.999999999999996,29.999999999999996,10.6466255,28.23438,50,真理大學,資訊工程學系科技應用組,079142,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,480,0.7,0.0,3
2015,12,0,0,0,0,5.500000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-37.585102,-18.36712,50,真理大學,資訊工程學系物聯網與創客組,079152,0.0,0.0,0.0,0.0,0.0,24,0.0,1,50,480,0.7,0.0,5
2018,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,7.0,29.999999999999996,-27.140835,38.974308,50,真理大學,人文與資訊學系數位應用組,079032,0.0,0.0,0.0,0.0,0.0,24,0.0,1,49,680,0.7,0.2,2
550,0,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.5000000000000004,29.999999999999996,-27.855299,42.46101,58,亞洲大學,室內設計學系智慧空間組,134492,0.0,0.0,0.0,0.0,0.0,24,0.0,2,49,950,0.5,0.2,2
557,12,12,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-10.163374,-8.862957,58,亞洲大學,視光學系,134132,3.0,3.0,0.0,0.0,0.0,9,3.0,2,204,950,0.4,0.2,7
560,0,12,0,0,25,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-8.169496,-20.997149,58,亞洲大學,護理學系臨床照護組,134112,0.0,3.0,0.0,0.0,3.0,19,3.0,2,99,950,0.45,0.2,7
561,12,0,0,0,12,7.0,29.999999999999996,29.999999999999996,29.999999999999996,5.000000000000001,43.846493,-30.559011,58,亞洲大學,食品營養與保健生技學系食品營養組,134032,3.0,0.0,0.0,0.0,6.0,23,3.0,1,81,950,0.5,0.2,1
599,0,0,0,0,25,10.0,29.999999999999996,29.999999999999996,29.999999999999996,7.999999999999999,44.578663,-30.869217,58,亞洲大學,醫學檢驗暨生物技術學系醫事檢驗組,134052,3.0,6.0,0.0,0.0,6.0,16,3.0,1,51,950,0.5,0.2,1
627,0,12,0,12,0,29.999999999999996,7.999999999999999,29.999999999999996,7.999999999999999,29.999999999999996,-23.003557,37.959904,58,亞洲大學,室內設計學系商業空間組,134452,0.0,3.5,0.0,3.5,0.0,14,3.5,1,49,950,0.5,0.2,2
684,12,0,0,12,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-32.581272,27.455385,58,亞洲大學,創意商品設計學系,134422,0.0,0.0,0.0,0.0,0.0,24,0.0,3,147,950,0.5,0.2,2
848,0,12,0,12,0,29.999999999999996,7.999999999999999,29.999999999999996,7.999999999999999,29.999999999999996,-23.003557,37.959904,58,亞洲大學,室內設計學系住宅空間組,134462,0.0,3.5,0.0,3.5,0.0,14,3.5,2,46,950,0.5,0.2,2
857,12,12,0,0,0,7.999999999999999,6.0,29.999999999999996,29.999999999999996,29.999999999999996,8.057622,41.173164,58,亞洲大學,時尚設計學系時尚服裝設計組,134432,3.0,3.0,0.0,0.0,0.0,9,3.0,2,87,950,0.45,0.25,3
868,0,12,12,0,12,29.999999999999996,3.0,5.000000000000001,29.999999999999996,3.0,31.336756,-24.739765,58,亞洲大學,物理治療學系,134162,0.0,0.0,0.0,0.0,0.0,24,0.0,3,102,950,0.5,0.2,1
1006,12,0,0,12,0,7.999999999999999,29.999999999999996,29.999999999999996,6.0,29.999999999999996,-33.618145,33.541584,58,亞洲大學,時尚設計學系服飾創意設計組,134442,3.0,0.0,0.0,3.0,0.0,13,3.0,3,78,950,0.45,0.25,2
1058,12,12,0,0,12,29.999999999999996,3.0,29.999999999999996,29.999999999999996,29.999999999999996,6.525917,30.54993,58,亞洲大學,職能治療學系,134152,0.0,0.0,0.0,0.0,0.0,24,0.0,2,102,950,0.4,0.2,3
1281,12,12,0,0,0,7.0,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,7.899801,41.564323,58,亞洲大學,食品營養與保健生技學系保健化妝品組,134042,3.0,6.0,0.0,0.0,0.0,9,3.0,2,78,950,0.5,0.2,3
1329,12,12,0,0,12,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-9.819298,-10.936572,58,亞洲大學,護理學系高齡長期照護組,134122,3.0,3.0,0.0,0.0,3.0,16,3.0,2,60,950,0.45,0.2,7
1354,0,0,0,0,25,10.0,29.999999999999996,29.999999999999996,29.999999999999996,7.999999999999999,44.578663,-30.869217,58,亞洲大學,醫學檢驗暨生物技術學系生物技術組,134062,6.0,3.0,0.0,0.0,6.0,16,3.0,2,48,950,0.5,0.2,1
1399,0,25,12,0,25,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-2.8494246,-21.619114,58,亞洲大學,護理學系國際護理組,134102,0.0,3.0,3.0,0.0,3.0,6,3.0,2,45,950,0.45,0.2,7
871,12,12,0,0,0,3.0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,7.3740234,46.02174,58,亞洲大學,數位媒體設計學系數位遊戲設計組,134402,0.0,0.0,0.0,0.0,0.0,24,0.0,3,81,950,0.4,0.2,3
976,12,0,0,12,0,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-38.312927,-11.235057,58,亞洲大學,社會工作學系醫務社工與長期照顧雙專業組,134362,3.0,0.0,0.0,3.0,0.0,13,3.0,2,93,950,0.5,0.25,5
1285,12,12,0,0,0,3.0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,7.5482955,45.710003,58,亞洲大學,數位媒體設計學系數位動畫設計組,134392,0.0,0.0,0.0,0.0,0.0,24,0.0,2,78,950,0.4,0.2,3
748,12,0,0,12,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-32.581272,27.455385,58,亞洲大學,財經法律學系財經法律組,134322,0.0,0.0,0.0,0.0,0.0,24,0.0,2,90,950,0.45,0.25,2
480,0,0,0,0,25,29.999999999999996,15.000000000000004,29.999999999999996,29.999999999999996,12.999999999999998,-9.709678,-21.86647,58,亞洲大學,心理學系心理師研修組,134072,0.0,7.0,0.0,0.0,7.0,19,7.0,1,49,950,0.5,0.2,7
659,12,0,12,0,0,5.000000000000001,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-40.88601,-19.009523,58,亞洲大學,社會工作學系社工心理雙專業組,134352,3.0,0.0,3.0,0.0,0.0,15,3.0,3,93,950,0.5,0.25,5
721,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-48.973713,-1.4427019,58,亞洲大學,會計與資訊學系智慧稽核組,134522,0.0,0.0,0.0,0.0,0.0,24,0.0,2,45,950,0.5,0.2,5
756,12,0,0,0,0,3.5000000000000004,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-45.3984,-11.760081,58,亞洲大學,會計與資訊學系會計稅務組,134282,0.0,0.0,0.0,0.0,0.0,24,0.0,1,49,950,0.5,0.2,5
1050,0,12,0,0,0,10.0,7.0,29.999999999999996,29.999999999999996,29.999999999999996,8.9697,40.733658,58,亞洲大學,心理學系諮商與臨床心理組,134082,3.0,3.0,0.0,0.0,0.0,9,3.0,2,111,950,0.5,0.2,3
1259,0,0,0,12,0,29.999999999999996,10.0,29.999999999999996,7.0,29.999999999999996,-23.103058,38.004307,58,亞洲大學,心理學系工商與社會心理組,134092,0.0,3.0,0.0,3.0,0.0,14,3.0,2,96,950,0.5,0.2,2
439,12,12,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-18.6107,-5.8942847,58,亞洲大學,財務金融學系投資理財組,134292,3.0,3.0,0.0,3.0,0.0,7,3.0,2,87,950,0.4,0.2,7
578,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-33.5221,28.70854,58,亞洲大學,休閒與遊憩管理學系旅遊事業管理組,134272,0.0,0.0,0.0,0.0,0.0,24,0.0,1,75,950,0.5,0.2,2
781,12,12,0,0,0,3.0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,7.3740234,46.02174,58,亞洲大學,經營管理學系行銷管理組,134242,0.0,0.0,0.0,0.0,0.0,24,0.0,1,66,950,0.4,0.2,3
796,12,12,12,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-8.007149,-9.540741,58,亞洲大學,健康產業管理學系健康產業管理組,134012,3.0,3.0,3.0,0.0,0.0,5,3.0,1,102,950,0.4,0.2,7
823,12,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-19.165297,-6.5282855,58,亞洲大學,行動商務與多媒體應用學系行動商務組,134202,6.0,0.0,0.0,3.0,0.0,13,3.0,2,93,950,0.5,0.2,7
968,12,12,12,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-8.007024,-9.540803,58,亞洲大學,健康產業管理學系醫療機構管理組,134022,3.0,3.0,3.0,0.0,0.0,5,3.0,3,102,950,0.4,0.2,7
1011,12,12,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-10.2319565,-8.4716625,58,亞洲大學,經營管理學系企業創新管理組(青年儲蓄帳戶組),134472,0.0,0.0,0.0,0.0,0.0,24,0.0,3,50,950,0.4,0.6,7
1028,12,12,0,0,0,3.0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,7.5482955,45.710003,58,亞洲大學,經營管理學系國際企業管理組,134252,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,950,0.4,0.2,3
1100,12,0,0,12,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-32.925518,27.487078,58,亞洲大學,財經法律學系科技法律組,134312,0.0,0.0,0.0,0.0,0.0,24,0.0,2,90,950,0.45,0.25,2
1116,12,0,0,0,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-33.5221,28.70854,58,亞洲大學,休閒與遊憩管理學系餐旅事業管理組,134262,0.0,0.0,0.0,0.0,0.0,24,0.0,2,75,950,0.5,0.2,2
1144,12,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-19.165297,-6.5282855,58,亞洲大學,行動商務與多媒體應用學系多媒體應用組,134192,6.0,0.0,0.0,3.0,0.0,13,3.0,2,90,950,0.5,0.2,7
1355,12,12,0,0,0,3.0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,7.3740234,46.02174,58,亞洲大學,經營管理學系企業創新管理組,134232,0.0,0.0,0.0,0.0,0.0,24,0.0,2,63,950,0.4,0.2,3
1410,12,12,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-18.6107,-5.8942847,58,亞洲大學,財務金融學系金融科技組,134302,3.0,3.0,0.0,3.0,0.0,7,3.0,2,96,950,0.4,0.2,7
459,12,12,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-9.986734,-8.247712,58,亞洲大學,外國語文學系語文應用組,134342,3.0,3.0,0.0,0.0,0.0,9,3.0,2,48,950,0.4,0.2,7
759,12,12,0,0,0,6.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-37.145737,-20.660025,58,亞洲大學,視覺傳達設計學系,134412,3.0,3.0,0.0,0.0,0.0,9,3.0,1,171,950,0.5,0.2,5
794,0,12,0,0,12,29.999999999999996,3.0,29.999999999999996,29.999999999999996,3.0,49.667103,-20.11059,58,亞洲大學,聽力暨語言治療學系,134142,0.0,0.0,0.0,0.0,0.0,24,0.0,1,102,950,0.4,0.2,1
880,12,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-19.165297,-6.5282855,58,亞洲大學,資訊傳播學系新媒體傳播內容組,134222,3.0,0.0,0.0,3.0,0.0,13,3.0,3,72,950,0.4,0.2,7
931,12,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-28.150324,47.260666,58,亞洲大學,幼兒教育學系文教產業組,134372,0.0,0.0,0.0,0.0,0.0,24,0.0,3,72,950,0.5,0.2,2
1090,12,0,0,12,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-32.925808,27.491001,58,亞洲大學,幼兒教育學系幼教師資組,134382,0.0,0.0,0.0,0.0,0.0,24,0.0,2,90,950,0.5,0.2,2
1188,12,0,0,12,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-19.165297,-6.5282855,58,亞洲大學,資訊傳播學系智慧傳播應用組,134212,3.0,0.0,0.0,3.0,0.0,13,3.0,2,69,950,0.4,0.2,7
1292,12,12,0,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-10.163374,-8.862957,58,亞洲大學,外國語文學系語文專業組,134332,3.5,3.5,0.0,0.0,0.0,9,3.5,2,46,950,0.4,0.2,7
843,0,0,12,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-16.339338,-24.940376,58,亞洲大學,生物資訊與醫學工程學系生醫資訊組,134502,4.0,0.0,4.0,0.0,4.0,23,4.0,2,48,950,0.5,0.2,7
905,12,0,0,0,12,3.0,29.999999999999996,29.999999999999996,29.999999999999996,3.0,42.619415,-30.254847,58,亞洲大學,資訊工程學系智慧電子組,134482,0.0,0.0,0.0,0.0,0.0,24,0.0,3,63,950,0.3,0.2,1
958,12,0,0,12,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-32.701168,27.710606,58,亞洲大學,資訊工程學系人工智慧組,134172,0.0,0.0,0.0,0.0,0.0,24,0.0,3,66,950,0.4,0.2,2
1170,0,0,12,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-15.988362,-24.848843,58,亞洲大學,生物資訊與醫學工程學系醫學工程組,134512,4.0,0.0,4.0,0.0,4.0,23,4.0,2,48,950,0.5,0.2,7
1258,12,0,0,12,0,3.0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,-32.92345,27.487501,58,亞洲大學,資訊工程學系數位內容與遊戲設計組,134182,0.0,0.0,0.0,0.0,0.0,24,0.0,2,66,950,0.4,0.2,2
1848,0,0,50,0,0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,29.999999999999996,5.248499,-39.57177,67,中信金融管理學院,人工智慧學系,113052,0.0,0.0,0.0,0.0,0.0,24,0.0,1,54,0,0.0,0.5,6
1432,0,0,50,0,0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-12.01696,-33.465195,67,中信金融管理學院,財務金融學系(青年儲蓄帳戶組),113062,0.0,0.0,0.0,0.0,0.0,24,0.0,2,50,0,0.0,1.0,7
1607,50,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-39.867405,5.422193,67,中信金融管理學院,企業管理學系,113032,0.0,0.0,0.0,0.0,0.0,24,0.0,3,81,0,0.0,0.5,5
1615,50,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-39.867405,5.422193,67,中信金融管理學院,財經法律學系,113022,0.0,0.0,0.0,0.0,0.0,24,0.0,3,66,0,0.0,0.5,5
1723,0,0,50,0,0,29.999999999999996,29.999999999999996,3.0,29.999999999999996,29.999999999999996,4.762033,-39.911358,67,中信金融管理學院,財務金融學系,113012,0.0,0.0,0.0,0.0,0.0,24,0.0,3,60,0,0.0,0.5,6
1914,50,0,0,0,0,3.0,29.999999999999996,29.999999999999996,29.999999999999996,29.999999999999996,-39.867405,5.422193,67,中信金融管理學院,金融管理學院學士班,113042,0.0,0.0,0.0,0.0,0.0,24,0.0,2,75,0,0.0,0.5,5
526,50,50,50,0,50,4.0,5.000000000000001,4.0,29.999999999999996,3.0,49.271214,1.3255464,26,長庚大學,護理學系,030042,0.0,0.0,0.0,0.0,0.0,24,0.0,2,120,1000,0.25,0.25,1
586,75,75,75,0,75,3.0,3.0,10.0,29.999999999999996,3.0,50.316544,6.0182114,26,長庚大學,醫學系,030012,0.0,0.0,0.0,0.0,0.0,24,0.0,1,165,1300,0.5,0.15,1
613,0,50,50,0,50,29.999999999999996,3.0,3.0,29.999999999999996,3.0,25.422337,-20.061985,26,長庚大學,醫學影像暨放射科學系,030062,0.0,0.0,0.0,0.0,0.0,24,0.0,1,51,1000,0.35,0.15,1
614,0,50,50,0,50,29.999999999999996,3.0,29.999999999999996,29.999999999999996,3.0,41.518433,-15.339744,26,長庚大學,醫學生物技術暨檢驗學系,030052,0.0,10.0,8.0,0.0,10.0,6,8.0,1,87,1000,0.3,0.3,1
624,0,50,50,0,50,29.999999999999996,3.0,29.999999999999996,29.999999999999996,3.0,41.518433,-15.339744,26,長庚大學,生物醫學系,030092,0.0,5.0,5.0,0.0,5.0,6,5.0,1,192,1000,0.3,0.2,1
715,50,50,0,0,50,3.0,3.0,29.999999999999996,29.999999999999996,3.0,46.76132,-11.194156,26,長庚大學,物理治療學系,030072,0.0,0.0,0.0,0.0,0.0,24,0.0,2,54,1000,0.25,0.25,1
1152,0,50,0,0,50,29.999999999999996,9.0,29.999999999999996,29.999999999999996,3.0,45.61198,-17.42484,26,長庚大學,呼吸治療學系,030102,0.0,0.0,0.0,0.0,0.0,24,0.0,2,63,1000,0.2,0.3,1
